vehicle,motor_model,prop_diameter_in,battery,battery_capacity_mah,cells_s,total_mass_g,airframe_mass_g,propulsion_mass_g,total_cost_usd,hover_time_min,mission_feasible,mission_total_time_s,mission_total_energy_mah,mission_energy_remaining_mah,throttle_takeoff1,throttle_cruise1,throttle_takeoff2,throttle_cruise2,throttle_takeoff3,throttle_cruise3
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Farasis_24S1P_53Ah,53000,24,58898.9,21861.9,37037.0,864.0,28.198193605607706,True,1068.2788567163925,51826.689084067504,1173.3109159324958,40.0,40.0,55.0,47.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Farasis_24S2P_106Ah,106000,24,80599.9,21861.9,58738.0,1728.0,56.39638721121541,True,1071.5926605489612,60523.45152806666,45476.54847193334,41.0,40.0,58.0,49.5,41.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,ZYE_UltraHV_24S_66Ah,66000,24,58197.9,21861.9,36336.0,2498.0,35.11473165981337,True,1068.0347565662357,51814.64542082882,14185.35457917118,40.0,40.0,55.0,47.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_TARBG_24S_30Ah,30000,24,46542.9,21861.9,24681.0,5302.78,15.961241663551531,False,1068.093380021407,45798.11601805282,-15798.116018052817,40.0,40.0,53.0,45.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA08_24S1P_11Ah,11050,24,39897.9,21861.9,18036.0,4640.0,5.879057346074815,False,1066.0365780349907,44291.04531070981,-33241.04531070981,40.0,40.0,52.0,44.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA08_24S2P_22Ah,22100,24,42597.9,21861.9,20736.0,9280.0,11.75811469214963,False,1067.3396110687006,44353.76896724448,-22253.768967244483,40.0,40.0,52.5,44.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S1P_10Ah,10500,24,39644.9,21861.9,17783.0,1944.0,5.586434582243036,False,1065.952213376117,44287.324804529504,-33787.324804529504,40.0,40.0,52.0,44.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S2P_21Ah,21000,24,42090.9,21861.9,20229.0,3888.0,11.172869164486071,False,1066.9218103921996,44335.19060118533,-23335.190601185328,40.0,40.0,52.5,44.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_NMC811_24S1P_87Ah,87000,24,59618.9,21861.9,37757.0,15378.12,46.28760082429944,True,1068.561833178712,51840.77710055025,35159.22289944975,40.0,40.0,55.0,47.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_NMC811_24S2P_24Ah,24000,24,43729.9,21861.9,21868.0,4242.24,12.768993330841225,False,1066.514801046063,45720.84745711038,-21720.84745711038,40.0,40.0,52.5,45.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S4P_42Ah,42000,24,46985.9,21861.9,25124.0,7776.0,22.345738328972143,False,1066.793239592883,47178.76814765672,-5178.768147656723,40.0,40.0,53.0,45.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S6P_63Ah,63000,24,51879.9,21861.9,30018.0,11664.0,33.51860749345822,True,1067.5495017434544,48702.83367595191,14297.166324048092,40.0,40.0,54.0,46.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,50261.9,21861.9,28400.0,8484.48,25.53798666168245,True,1068.5156258369504,47264.94214673994,735.057853260063,40.0,40.0,53.5,45.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,YANGDA_XTurbo_24S_44Ah,44000,24,41126.9,21096.9,20030.0,11200.0,28.16619373703088,False,1068.4584438149645,44857.309777192495,-857.309777192495,40.0,40.0,61.0,50.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,TATTU_NEO_24S_30Ah,30000,24,45296.9,21096.9,24200.0,9068.98,19.204223002521054,False,1068.289169114101,46783.285786419474,-16783.285786419474,40.0,40.0,62.0,51.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,MAD_24S_55Ah_solid_state,55000,24,44964.9,21096.9,23868.0,12772.0,35.2077421712886,True,1068.0819164112436,46773.749468558904,8226.250531441096,40.0,40.0,62.0,51.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,MAD_24S_100Ah_solid_state,100000,24,58601.9,21096.9,37505.0,20440.0,64.01407667507019,True,1070.4154444273256,52314.71966943242,47685.28033056758,40.0,40.0,65.0,53.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,12Sx2_series_24S_66Ah,66000,24,49696.9,21096.9,28600.0,15253.6,42.24929060554632,True,1068.6280748941276,48875.661170890286,17124.338829109714,40.0,40.0,63.0,52.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,12Sx4_2P2S_24S_132Ah,132000,24,71096.9,21096.9,50000.0,27107.2,84.49858121109264,True,1072.685522437644,57321.417901839675,74678.58209816032,42.5,40.0,67.5,55.5,42.5,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Farasis_24S1P_53Ah,53000,24,49997.9,21096.9,28901.0,4264.0,33.9274606377872,True,1068.7832379370761,48882.907500375906,4117.092499624094,40.0,40.0,63.0,52.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Farasis_24S2P_106Ah,106000,24,71698.9,21096.9,50602.0,5128.0,67.8549212755744,True,1071.4681072879346,58526.136324562205,47473.863675437795,43.0,40.0,68.0,56.0,43.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,ZYE_UltraHV_24S_66Ah,66000,24,49296.9,21096.9,28200.0,5898.0,42.24929060554632,True,1068.4403569463916,48866.97671218278,17133.023287817217,40.0,40.0,63.0,52.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Grepow_TARBG_24S_30Ah,30000,24,37641.9,21096.9,16545.0,8702.779999999999,19.204223002521054,False,1067.120873948982,43870.944271837325,-13870.944271837325,40.0,40.0,60.5,49.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Amprius_SA08_24S1P_11Ah,11050,24,30996.9,21096.9,9900.0,8040.0,7.073555472595255,False,1066.7271673720747,41105.11546326874,-30055.11546326874,40.0,40.0,59.0,48.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Amprius_SA08_24S2P_22Ah,22100,24,33696.9,21096.9,12600.0,12680.0,14.14711094519051,False,1067.4182145014067,42045.49582199369,-19945.49582199369,40.0,40.0,59.5,48.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Amprius_SA88_24S1P_10Ah,10500,24,30743.9,21096.9,9647.0,5344.0,6.721478050882369,False,1066.4691894808268,41094.40153680496,-30594.40153680496,40.0,40.0,59.0,48.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Amprius_SA88_24S2P_21Ah,21000,24,33189.9,21096.9,12093.0,7288.0,13.442956101764738,False,1066.7955387597744,42018.9521237301,-21018.9521237301,40.0,40.0,59.5,48.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Grepow_NMC811_24S1P_87Ah,87000,24,50717.9,21096.9,29621.0,18778.120000000003,55.69224670731106,True,1069.2319912345197,48904.22022103694,38095.77977896306,40.0,40.0,63.0,52.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Grepow_NMC811_24S2P_24Ah,24000,24,34828.9,21096.9,13732.0,7642.24,15.363378402016844,False,1066.5758181074345,42925.9745930993,-18925.9745930993,40.0,40.0,60.0,49.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Amprius_SA88_24S4P_42Ah,42000,24,38084.9,21096.9,16988.0,11176.0,26.885912203529475,False,1067.4445331376742,43885.15431408176,-1885.1543140817594,40.0,40.0,60.5,49.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Amprius_SA88_24S6P_63Ah,63000,24,42978.9,21096.9,21882.0,15064.0,40.328868305294215,True,1068.0830810384975,45788.20906555066,17211.79093444934,40.0,40.0,61.5,50.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,M50C35_PRO_EEE_34kv,30.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,41360.9,21096.9,20264.0,11884.48,30.726756804033688,True,1067.2647570433078,45748.11543637506,2251.884563624939,40.0,40.0,61.0,50.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,YANGDA_XTurbo_24S_44Ah,44000,24,49989.4,21479.4,28510.0,25087.0,39.473684210526315,False,1072.7200209598332,60742.616119418126,-16742.616119418126,44.0,40.0,88.5,66.5,44.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,TATTU_NEO_24S_30Ah,30000,24,54159.4,21479.4,32680.0,22955.98,26.913875598086126,False,1072.8792363551772,63758.67131839394,-33758.67131839394,45.5,40.0,89.5,69.5,45.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,MAD_24S_55Ah_solid_state,55000,24,53827.4,21479.4,32348.0,26659.0,49.3421052631579,False,1072.5340735296759,63739.06069665019,-8739.060696650187,45.5,40.0,89.5,69.5,45.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,MAD_24S_100Ah_solid_state,100000,24,67464.4,21479.4,45985.0,34327.0,76.3967303332804,True,1074.0673734671361,73229.27747753427,26770.72252246573,50.5,42.5,92.5,72.0,50.5,42.5
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,12Sx2_series_24S_66Ah,66000,24,58559.4,21479.4,37080.0,29140.6,59.21052631578948,False,1073.6525484587582,67550.9379401728,-1550.9379401727929,47.0,40.0,90.5,71.0,47.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,12Sx4_2P2S_24S_132Ah,132000,24,79959.4,21479.4,58480.0,40994.2,80.13739640881704,True,1076.0970599805112,82271.50113503775,49728.498864962254,57.0,45.0,100.0,73.5,57.0,45.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Farasis_24S1P_53Ah,53000,24,58860.4,21479.4,37381.0,18151.0,47.547846889952154,False,1073.9958229663112,67563.72641836676,-14563.726418366758,47.0,40.0,90.5,71.0,47.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Farasis_24S2P_106Ah,106000,24,80561.4,21479.4,59082.0,19015.0,63.693951011156464,True,1074.698492888128,82447.58288123133,23552.417118768673,57.5,45.5,100.0,73.5,57.5,45.5
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,ZYE_UltraHV_24S_66Ah,66000,24,58159.4,21479.4,36680.0,19785.0,59.21052631578948,False,1073.259346632194,67535.8181926545,-1535.818192654493,47.0,40.0,90.5,71.0,47.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Grepow_TARBG_24S_30Ah,30000,24,46504.4,21479.4,25025.0,22589.78,26.913875598086126,False,1071.467510239202,58919.88825484069,-28919.88825484069,43.0,40.0,87.0,65.0,43.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Amprius_SA08_24S1P_11Ah,11050,24,39859.4,21479.4,18380.0,21927.0,9.913277511961724,False,1070.4103074493241,55755.21201725006,-44705.21201725006,40.5,40.0,80.5,63.5,40.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Amprius_SA08_24S2P_22Ah,22100,24,42559.4,21479.4,21080.0,26567.0,19.826555023923447,False,1070.8651685759712,56969.93176486594,-34869.93176486594,41.5,40.0,83.0,64.0,41.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Amprius_SA88_24S1P_10Ah,10500,24,39606.4,21479.4,18127.0,19231.0,9.419856459330145,False,1070.2462600062045,55747.79914669565,-45247.79914669565,40.5,40.0,80.5,63.5,40.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Amprius_SA88_24S2P_21Ah,21000,24,42052.4,21479.4,20573.0,21175.0,18.83971291866029,False,1070.5295437151215,56952.55981041174,-35952.55981041174,41.5,40.0,82.5,64.0,41.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Grepow_NMC811_24S1P_87Ah,87000,24,59580.4,21479.4,38101.0,32665.120000000003,78.05023923444976,True,1074.9517810835728,67603.30447680972,19396.695523190283,47.5,40.0,90.5,71.0,47.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Grepow_NMC811_24S2P_24Ah,24000,24,43691.4,21479.4,22212.0,21529.239999999998,21.5311004784689,False,1071.8185052380065,57038.44588391308,-33038.44588391308,42.0,40.0,84.0,64.0,42.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Amprius_SA88_24S4P_42Ah,42000,24,46947.4,21479.4,25468.0,25063.0,37.67942583732058,False,1071.9936968057323,58951.25000403765,-16951.250004037647,43.0,40.0,87.5,65.0,43.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Amprius_SA88_24S6P_63Ah,63000,24,51841.4,21479.4,30362.0,28951.0,56.51913875598086,True,1072.5975006970818,62050.95927202994,949.0407279700594,45.0,40.0,89.0,68.0,45.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15L_KV43,47.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,50223.4,21479.4,28744.0,25771.48,43.0622009569378,False,1072.0029991981792,61149.56400105033,-13149.564001050327,44.5,40.0,88.5,67.0,44.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,YANGDA_XTurbo_24S_44Ah,44000,24,53773.9,21591.9,32182.0,32887.0,32.640949554896146,False,1071.0918580350126,58809.76086060176,-14809.76086060176,43.0,40.0,74.5,57.0,43.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,TATTU_NEO_24S_30Ah,30000,24,57943.9,21591.9,36352.0,30755.98,22.25519287833828,False,1071.803430813499,60561.76259862499,-30561.76259862499,44.5,40.0,77.0,58.0,44.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,MAD_24S_55Ah_solid_state,55000,24,57611.9,21591.9,36020.0,34459.0,40.80118694362018,False,1071.7483932948858,60543.62764878679,-5543.627648786787,44.0,40.0,76.5,58.0,44.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,MAD_24S_100Ah_solid_state,100000,24,71248.9,21591.9,49657.0,42127.0,74.1839762611276,True,1074.9325019768696,67693.30491874182,32306.695081258178,47.5,40.0,80.5,62.5,47.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,12Sx2_series_24S_66Ah,66000,24,62343.9,21591.9,40752.0,36940.6,48.961424332344215,True,1072.1790971626415,63037.45651772518,2962.543482274821,45.5,40.0,78.5,59.5,45.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,12Sx4_2P2S_24S_132Ah,132000,24,83743.9,21591.9,62152.0,48794.2,80.60689615052982,True,1074.9575883877926,75474.16289783717,56525.837102162826,51.0,43.5,82.5,66.0,51.0,43.5
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Farasis_24S1P_53Ah,53000,24,62644.9,21591.9,41053.0,25951.0,39.317507418397625,False,1072.4354638382408,63052.36714070259,-10052.36714070259,45.5,40.0,78.5,59.5,45.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Farasis_24S2P_106Ah,106000,24,84345.9,21591.9,62754.0,26815.0,64.12166125573266,True,1074.50850180405,76741.3149838268,29258.6850161732,51.0,43.5,82.5,66.5,51.0,43.5
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,ZYE_UltraHV_24S_66Ah,66000,24,61943.9,21591.9,40352.0,27585.0,48.961424332344215,True,1071.885846003357,63020.84098527551,2979.1590147244933,45.5,40.0,78.5,59.5,45.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Grepow_TARBG_24S_30Ah,30000,24,50288.9,21591.9,28697.0,30389.78,22.25519287833828,False,1070.7849183825444,57011.906009994935,-27011.906009994935,42.0,40.0,73.0,56.0,42.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Amprius_SA08_24S1P_11Ah,11050,24,43643.9,21591.9,22052.0,29727.0,8.1973293768546,False,1069.71928066705,54020.8823059222,-42970.8823059222,40.0,40.0,71.0,54.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Amprius_SA08_24S2P_22Ah,22100,24,46343.9,21591.9,24752.0,34367.0,16.3946587537092,False,1070.6555682033145,55077.570294679645,-32977.570294679645,40.0,40.0,71.5,55.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Amprius_SA88_24S1P_10Ah,10500,24,43390.9,21591.9,21799.0,27031.0,7.7893175074183985,False,1069.5647810475937,54013.462565032765,-43513.462565032765,40.0,40.0,71.0,54.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Amprius_SA88_24S2P_21Ah,21000,24,45836.9,21591.9,24245.0,28975.0,15.578635014836797,False,1070.2861888241218,55059.26149033405,-34059.26149033405,40.0,40.0,71.5,55.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Grepow_NMC811_24S1P_87Ah,87000,24,63364.9,21591.9,41773.0,40465.12,64.54005934718101,True,1073.3484916691964,63108.55924195566,23891.440758044337,45.5,40.0,78.5,59.5,45.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Grepow_NMC811_24S2P_24Ah,24000,24,47475.9,21591.9,25884.0,29329.239999999998,17.804154302670625,False,1070.3667833601248,56033.69713405246,-32033.69713405246,40.5,40.0,72.0,55.5,40.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Amprius_SA88_24S4P_42Ah,42000,24,50731.9,21591.9,29140.0,32863.0,31.157270029673594,False,1071.1759394326325,57033.07998388373,-15033.079983883727,42.0,40.0,73.0,56.0,42.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Amprius_SA88_24S6P_63Ah,63000,24,55625.9,21591.9,34034.0,36751.0,46.73590504451039,True,1071.345565008722,59680.80631262011,3319.1936873798913,43.5,40.0,75.5,57.5,43.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XL_KV38,52.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,54007.9,21591.9,32416.0,33571.479999999996,35.60830860534125,False,1071.26770410081,58819.31683913207,-10819.316839132072,43.0,40.0,74.5,57.0,43.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,YANGDA_XTurbo_24S_44Ah,44000,24,58846.9,21816.9,37030.0,37387.0,28.241335044929397,False,1071.3026429355734,51663.738487286726,-7663.738487286726,40.0,40.0,66.0,54.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,TATTU_NEO_24S_30Ah,30000,24,63016.9,21816.9,41200.0,35255.979999999996,19.25545571245186,False,1070.915289590119,54215.44340087156,-24215.44340087156,40.5,40.0,66.5,55.5,40.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,MAD_24S_55Ah_solid_state,55000,24,62684.9,21816.9,40868.0,38959.0,35.30166880616174,True,1070.7469108097757,54207.29452753675,792.7054724632471,40.5,40.0,66.5,55.5,40.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,MAD_24S_100Ah_solid_state,100000,24,76321.9,21816.9,54505.0,46627.0,64.18485237483954,True,1071.8207327087537,60095.82872064827,39904.17127935173,46.0,40.0,68.5,57.5,46.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,12Sx2_series_24S_66Ah,66000,24,67416.9,21816.9,45600.0,41440.6,42.36200256739409,True,1071.5222214521434,55664.69192700321,10335.308072996791,43.0,40.0,67.0,56.0,43.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,12Sx4_2P2S_24S_132Ah,132000,24,88816.9,21816.9,67000.0,53294.2,84.72400513478819,True,1073.4243039878245,65762.87481200714,66237.12518799286,50.0,40.0,73.5,59.5,50.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Farasis_24S1P_53Ah,53000,24,67717.9,21816.9,45901.0,30451.0,34.017971758664956,False,1071.6066004773456,55678.193527267555,-2678.1935272675546,43.0,40.0,67.5,56.0,43.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Farasis_24S2P_106Ah,106000,24,89418.9,21816.9,67602.0,31315.0,68.03594351732991,True,1073.8831342218016,65788.1969444479,40211.803055552096,50.0,40.0,73.5,59.5,50.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,ZYE_UltraHV_24S_66Ah,66000,24,67016.9,21816.9,45200.0,32085.0,42.36200256739409,True,1071.3829150588456,55649.83365998779,10350.166340012212,42.5,40.0,67.0,56.0,42.5,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Grepow_TARBG_24S_30Ah,30000,24,55361.9,21816.9,33545.0,34889.78,19.25545571245186,False,1070.1430887918832,50348.697159362404,-20348.697159362404,40.0,40.0,66.0,54.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Amprius_SA08_24S1P_11Ah,11050,24,48716.9,21816.9,26900.0,34227.0,7.092426187419768,False,1068.7403448505436,47789.02363358371,-36739.02363358371,40.0,40.0,65.0,53.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Amprius_SA08_24S2P_22Ah,22100,24,51416.9,21816.9,29600.0,38867.0,14.184852374839537,False,1069.0208138048292,49039.538910053685,-26939.538910053685,40.0,40.0,65.5,53.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Amprius_SA88_24S1P_10Ah,10500,24,48463.9,21816.9,26647.0,31531.0,6.7394094993581515,False,1068.584572592146,47781.75992685182,-37281.75992685182,40.0,40.0,65.0,53.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Amprius_SA88_24S2P_21Ah,21000,24,50909.9,21816.9,29093.0,33475.0,13.478818998716303,False,1068.7534099166787,49027.02812441204,-28027.02812441204,40.0,40.0,65.5,53.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Grepow_NMC811_24S1P_87Ah,87000,24,68437.9,21816.9,46621.0,44965.12,55.84082156611039,True,1072.5958072961807,55733.82731271624,31266.17268728376,43.0,40.0,67.5,56.0,43.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Grepow_NMC811_24S2P_24Ah,24000,24,52548.9,21816.9,30732.0,33829.24,15.404364569961489,False,1069.9017762771111,49082.10241168774,-25082.102411687738,40.0,40.0,65.5,53.5,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Amprius_SA88_24S4P_42Ah,42000,24,55804.9,21816.9,33988.0,37363.0,26.957637997432606,False,1070.6585232713646,50374.7206578677,-8374.7206578677,40.0,40.0,66.0,54.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Amprius_SA88_24S6P_63Ah,63000,24,60698.9,21816.9,38882.0,41251.0,40.436456996148905,True,1070.7737977541851,52901.42130223372,10098.57869776628,40.0,40.0,66.5,55.0,40.0,40.0
TailSitter_Quad_Compact_OptWing,TMOTOR_U15XXL_KV29,62.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,59080.9,21816.9,37264.0,38071.479999999996,30.808729139922978,False,1071.7462999421957,51687.13140125431,-3687.131401254308,40.0,40.0,66.0,54.5,40.0,40.0
TailSitter_Quad_Balanced_OptWing,HOBBYWING_H13MD_coaxial_axis,54.0,YANGDA_XTurbo_24S_44Ah,44000,24,47161.4,22851.4,24310.0,7800.0,31.89619271424585,False,1025.6831336311063,52197.38409571556,-8197.384095715563,40.0,40.0,72.0,60.5,40.0,40.0
TailSitter_Quad_Balanced_OptWing,HOBBYWING_H13MD_coaxial_axis,54.0,TATTU_NEO_24S_30Ah,30000,24,51331.4,22851.4,28480.0,5668.98,21.747404123349444,False,1026.9035961035859,53538.371219945446,-23538.371219945446,41.5,40.0,73.0,61.0,41.5,40.0
TailSitter_Quad_Balanced_OptWing,HOBBYWING_H13MD_coaxial_axis,54.0,MAD_24S_55Ah_solid_state,55000,24,50999.4,22851.4,28148.0,9372.0,39.87024089280731,True,1026.7366285617525,53525.52029348955,1474.4797065104503,41.0,40.0,73.0,61.0,41.0,40.0
TailSitter_Quad_Balanced_OptWing,HOBBYWING_H13MD_coaxial_axis,54.0,MAD_24S_100Ah_solid_state,100000,24,64636.4,22851.4,41785.0,17040.0,72.49134707783148,True,1027.941772843274,60107.74577133103,39892.25422866897,50.5,40.0,75.5,63.5,50.5,40.0
TailSitter_Quad_Balanced_OptWing,HOBBYWING_H13MD_coaxial_axis,54.0,12Sx2_series_24S_66Ah,66000,24,55731.4,22851.4,32880.0,11853.6,47.84428907136877,True,1026.9123091334418,56092.71493331474,9907.285066685261,45.0,40.0,73.5,62.0,45.0,40.0
TailSitter_Quad_Balanced_OptWing,HOBBYWING_H13MD_coaxial_axis,54.0,12Sx4_2P2S_24S_132Ah,132000,24,77131.4,22851.4,54280.0,23707.2,95.68857814273754,True,1031.2632831234707,67152.2367703143,64847.763229685705,54.0,40.0,77.5,66.0,54.0,40.0
TailSitter_Quad_Balanced_OptWing,HOBBYWING_H13MD_coaxial_axis,54.0,Farasis_24S1P_53Ah,53000,24,56032.4,22851.4,33181.0,864.0,38.42041395125068,False,1027.0092912409625,56101.51114066084,-3101.511140660841,45.0,40.0,74.0,62.0,45.0,40.0
